gene_id	gene_name	number_of_cells_expressed
ENSG00000286089	ENSG00000286089.1	25507
ENSG00000287732	ENSG00000287732.1	25499
ENSG00000137270	GCM1	25497
ENSG00000251339	ENSG00000251339.6	25495
ENSG00000180383	DEFB124	25491
ENSG00000234107	TPT1P1	25486
ENSG00000279148	ENSG00000279148.1	25479
ENSG00000260593	ENSG00000260593.1	25477
ENSG00000232480	TGFB2-AS1	25472
ENSG00000275426	ENSG00000275426.1	25466
ENSG00000269897	COMMD3-BMI1	25457
ENSG00000226609	SNX30-DT	25454
ENSG00000234888	OFD1P15Y	25452
ENSG00000235202	LINC01525	25449
ENSG00000248802	ENSG00000248802.1	25444
ENSG00000144130	NT5DC4	25434
ENSG00000281376	ABALON	25432
ENSG00000279928	DDX11L17	25419
ENSG00000286965	ENSG00000286965.1	25419
ENSG00000263952	ENSG00000263952.5	25412
ENSG00000172974	VDAC2P5	25402
ENSG00000264304	ENSG00000264304.1	25398
ENSG00000251688	LINC02507	25393
ENSG00000244363	RPL7P23	25391
ENSG00000249565	SERBP1P5	25389
ENSG00000261000	ENSG00000261000.1	25385
ENSG00000269646	ZNF888-AS1	25383
ENSG00000243847	RN7SL610P	25381
ENSG00000105694	ELOCP28	25380
ENSG00000249019	ENSG00000249019.2	25374
ENSG00000267287	ENSG00000267287.1	25364
ENSG00000288535	ENSG00000288535.1	25362
ENSG00000139549	DHH	25361
ENSG00000165682	CLEC1B	25361
ENSG00000229163	NAP1L1P2	25360
ENSG00000186105	LRRC70	25343
ENSG00000224671	ENSG00000224671.2	25338
ENSG00000255532	ENSG00000255532.2	25336
ENSG00000243243	ENSG00000243243.5	25327
ENSG00000213872	RPL32P11	25320
ENSG00000260682	RN7SKP176	25316
ENSG00000280366	ENSG00000280366.1	25313
ENSG00000266445	NARF-AS1	25308
ENSG00000223842	ENSG00000223842.1	25284
ENSG00000270104	ENSG00000270104.1	25282
ENSG00000229774	ENSG00000229774.1	25278
ENSG00000203785	SPRR2E	25267
ENSG00000242828	ENSG00000242828.1	25266
ENSG00000170122	FOXD4	25265
ENSG00000278765	ENSG00000278765.1	25262
ENSG00000287410	ENSG00000287410.1	25257
ENSG00000231704	ENSG00000231704.7	25252
ENSG00000229047	ENSG00000229047.1	25245
ENSG00000225166	ENSG00000225166.2	25238
ENSG00000287207	ENSG00000287207.1	25237
ENSG00000228598	MACC1-AS1	25235
ENSG00000236990	ENSG00000236990.1	25218
ENSG00000264229	RNU4ATAC	25201
ENSG00000197406	DIO3	25196
ENSG00000287856	ENSG00000287856.1	25195
ENSG00000255374	TAS2R43	25195
ENSG00000256482	ENSG00000256482.1	25187
ENSG00000227718	ENSG00000227718.1	25184
ENSG00000255348	ENSG00000255348.1	25183
ENSG00000277342	ENSG00000277342.1	25179
ENSG00000264622	ENSG00000264622.1	25174
ENSG00000273013	ENSG00000273013.1	25170
ENSG00000229603	ENSG00000229603.1	25153
ENSG00000197421	GGT3P	25141
ENSG00000286981	ENSG00000286981.1	25131
ENSG00000275291	RNVU1-26	25128
ENSG00000286437	ENSG00000286437.1	25126
ENSG00000279050	PWAR1	25121
ENSG00000248159	HSPA8P11	25118
ENSG00000180934	OR56A1	25096
ENSG00000261481	CARHSP1-DT	25087
ENSG00000129744	ART1	25084
ENSG00000283544	ENSG00000283544.1	25082
ENSG00000258691	ENSG00000258691.1	25081
ENSG00000268734	ENSG00000268734.1	25080
ENSG00000196634	LUADT1	25074
ENSG00000188877	POTEA	25069
ENSG00000283267	FAM237B	25067
ENSG00000106178	CCL24	25061
ENSG00000196566	ENSG00000196566.2	25061
ENSG00000223714	LINC02601	25050
ENSG00000277287	ENSG00000277287.1	25041
ENSG00000107187	LHX3	25039
ENSG00000286259	ENSG00000286259.1	25039
ENSG00000254669	ENSG00000254669.1	25028
ENSG00000248318	ENSG00000248318.1	25025
ENSG00000237523	LINC00857	25025
ENSG00000224059	HSPA8P16	25017
ENSG00000251012	ENSG00000251012.2	25013
ENSG00000249346	LINC01016	25009
ENSG00000264958	ALOX12P1	25007
ENSG00000182545	RNASE10	25006
ENSG00000277089	CCL3-AS1	25004
ENSG00000234890	HNRNPDLP2	25004
ENSG00000274227	ENSG00000274227.1	24999
ENSG00000234921	ENSG00000234921.1	24998
ENSG00000266120	ENSG00000266120.1	24996
ENSG00000282865	ENSG00000282865.1	24992
ENSG00000279199	ENSG00000279199.1	24982
ENSG00000226375	ENSG00000226375.1	24976
ENSG00000223485	LINC01615	24971
ENSG00000226525	RPS7P10	24959
ENSG00000252010	SCARNA5	24947
ENSG00000278177	ENSG00000278177.1	24946
ENSG00000204001	LCN8	24933
ENSG00000259178	ENSG00000259178.1	24930
ENSG00000254878	ENSG00000254878.1	24917
ENSG00000158482	SNX29P1	24912
ENSG00000204113	BMP2KL	24911
ENSG00000264300	ENSG00000264300.1	24896
ENSG00000255282	WTAPP1	24889
ENSG00000228151	ENSG00000228151.1	24881
ENSG00000285982	ENSG00000285982.1	24880
ENSG00000254389	RHPN1-AS1	24878
ENSG00000285954	ENSG00000285954.1	24866
ENSG00000285899	ENSG00000285899.1	24860
ENSG00000259788	UAP1-DT	24856
ENSG00000254791	FAR1-IT1	24853
ENSG00000164185	ZNF474	24850
ENSG00000249290	ENSG00000249290.5	24842
ENSG00000260953	ENSG00000260953.1	24841
ENSG00000231523	SEPTIN14P1	24838
ENSG00000258811	ENSG00000258811.1	24833
ENSG00000228502	EEF1A1P11	24828
ENSG00000237989	LINC01679	24822
ENSG00000243679	ENSG00000243679.1	24816
ENSG00000230734	RPL10P3	24813
ENSG00000256232	LINC02387	24811
ENSG00000219133	RPL21P19	24810
ENSG00000149609	C20orf144	24807
ENSG00000259271	ANKRD62P1	24806
ENSG00000225951	ODF2-AS1	24793
ENSG00000170099	SERPINA6	24793
ENSG00000258683	ENSG00000258683.1	24783
ENSG00000214518	KRTAP2-2	24781
ENSG00000259890	DNM1P50	24779
ENSG00000214414	TRIM77	24778
ENSG00000094661	OR1I1	24778
ENSG00000278330	ENSG00000278330.1	24776
ENSG00000261578	ENSG00000261578.1	24775
ENSG00000268184	ENSG00000268184.1	24770
ENSG00000255119	ENSG00000255119.1	24765
ENSG00000210140	MT-TC	24764
ENSG00000279092	ENSG00000279092.1	24757
ENSG00000229314	ORM1	24751
ENSG00000280184	ENSG00000280184.2	24751
ENSG00000258099	ATXN2-AS	24750
ENSG00000279688	AQP7P3	24748
ENSG00000259804	CTCF-DT	24747
ENSG00000171564	FGB	24746
ENSG00000258435	ENSG00000258435.1	24742
ENSG00000232936	PANK1-AS1	24737
ENSG00000262772	LINC01977	24736
ENSG00000261453	LINC01735	24736
ENSG00000272068	BCAN-AS1	24731
ENSG00000213073	CHP1P2	24730
ENSG00000210154	MT-TD	24727
ENSG00000230062	ANKRD66	24726
ENSG00000260487	ENSG00000260487.1	24722
ENSG00000249332	LINC02149	24709
ENSG00000267724	ENSG00000267724.1	24698
ENSG00000132464	ENAM	24697
ENSG00000203688	LINC02487	24697
ENSG00000280587	LINC01348	24680
ENSG00000134595	SOX3	24675
ENSG00000242741	LINC02005	24674
ENSG00000267044	ENSG00000267044.1	24673
ENSG00000260958	ENSG00000260958.3	24666
ENSG00000287789	ENSG00000287789.1	24639
ENSG00000238178	ENSG00000238178.7	24636
ENSG00000230898	ENSG00000230898.1	24632
ENSG00000178115	GOLGA8Q	24619
ENSG00000109061	MYH1	24613
ENSG00000272265	ENSG00000272265.1	24610
ENSG00000187243	MAGED4B	24609
ENSG00000258649	ENSG00000258649.3	24603
ENSG00000213757	RPS3AP20	24601
ENSG00000267334	KIF18B-DT	24587
ENSG00000228216	ENSG00000228216.1	24583
ENSG00000273010	ENSG00000273010.1	24580
ENSG00000124092	CTCFL	24569
ENSG00000237923	LINC02570	24560
ENSG00000266100	ENSG00000266100.1	24554
ENSG00000280168	ENSG00000280168.1	24551
ENSG00000101323	HAO1	24550
ENSG00000204962	PCDHA8	24548
ENSG00000144035	NAT8	24529
ENSG00000183055	FAM133CP	24528
ENSG00000276980	ENSG00000276980.1	24527
ENSG00000236885	ENSG00000236885.2	24522
ENSG00000128610	FEZF1	24520
ENSG00000182938	OTOP3	24518
ENSG00000236499	LINC00896	24517
ENSG00000215595	C20orf202	24517
ENSG00000234292	ENSG00000234292.3	24515
ENSG00000261120	ENSG00000261120.1	24507
ENSG00000271880	ENSG00000271880.1	24506
ENSG00000244437	IGKV3-15	24506
ENSG00000280064	ENSG00000280064.1	24503
ENSG00000231776	LINC01611	24488
ENSG00000279873	LINC01126	24481
ENSG00000230392	ENSG00000230392.1	24479
ENSG00000227482	ENSG00000227482.1	24476
ENSG00000214691	LINC01913	24466
ENSG00000259395	ENSG00000259395.1	24463
ENSG00000240219	ENSG00000240219.1	24458
ENSG00000287842	ENSG00000287842.1	24453
ENSG00000237389	ENSG00000237389.1	24453
ENSG00000245080	MIR3150BHG	24450
ENSG00000260577	CDH3-AS1	24449
ENSG00000110245	APOC3	24445
ENSG00000241313	WWTR1-AS1	24442
ENSG00000285336	ENSG00000285336.1	24438
ENSG00000287303	ENSG00000287303.1	24433
ENSG00000234277	LINC01641	24430
ENSG00000223839	FAM95B1_ENSG00000223839	24427
ENSG00000260594	ENSG00000260594.1	24423
ENSG00000196273	LINC00523	24415
ENSG00000163612	FAM86KP	24409
ENSG00000258601	ENSG00000258601.1	24398
ENSG00000224771	ATP2B2-IT2	24398
ENSG00000224969	ENSG00000224969.1	24395
ENSG00000229897	SEPTIN7P7	24389
ENSG00000262406	MMP12	24388
ENSG00000277228	ENSG00000277228.1	24388
ENSG00000187533	PRR27	24371
ENSG00000272483	ENSG00000272483.1	24371
ENSG00000170298	LGALS9B	24363
ENSG00000236004	ENSG00000236004.2	24359
ENSG00000258873	DUXA	24349
ENSG00000237655	ENSG00000237655.1	24348
ENSG00000250685	ENSG00000250685.7	24343
ENSG00000233392	UICLM	24338
ENSG00000284564	MIR3064	24338
ENSG00000225254	ARMC8P1	24330
ENSG00000155087	ODF1	24323
ENSG00000253897	ENSG00000253897.3	24322
ENSG00000251184	ENSG00000251184.1	24319
ENSG00000145002	FAM86B2	24311
ENSG00000260694	ENSG00000260694.1	24309
ENSG00000287951	ENSG00000287951.1	24309
ENSG00000268521	VN1R83P	24291
ENSG00000285729	ENSG00000285729.1	24284
ENSG00000236397	DDX11L2_ENSG00000236397	24282
ENSG00000170465	KRT6C	24277
ENSG00000239873	GAPDHP27	24272
ENSG00000274769	ENSG00000274769.1	24264
ENSG00000214283	RAD51AP1P1	24261
ENSG00000286294	ENSG00000286294.2	24260
ENSG00000235613	NSRP1P1	24258
ENSG00000219891	ZSCAN12P1	24255
ENSG00000281769	LINC01230	24251
ENSG00000238078	LINC01352	24234
ENSG00000262079	ENSG00000262079.1	24228
ENSG00000230330	HMGN2P3	24225
ENSG00000232891	ENSG00000232891.1	24222
ENSG00000280303	ERICD	24218
ENSG00000236393	ENSG00000236393.2	24215
ENSG00000225870	LINC00368	24212
ENSG00000270816	LINC00221	24212
ENSG00000233756	DSCAM-IT1	24211
ENSG00000286159	ENSG00000286159.1	24199
ENSG00000283706	PRSS50	24195
ENSG00000228634	ENSG00000228634.1	24194
ENSG00000271938	ENSG00000271938.1	24193
ENSG00000226506	ENSG00000226506.6	24190
ENSG00000146755	TRIM50	24187
ENSG00000286320	ENSG00000286320.2	24181
ENSG00000229591	ENSG00000229591.1	24179
ENSG00000229498	ENSG00000229498.1	24175
ENSG00000258868	ENSG00000258868.1	24169
ENSG00000244161	FLNB-AS1	24167
ENSG00000287879	ENSG00000287879.1	24165
ENSG00000237492	OR2L9P	24162
ENSG00000226733	ENSG00000226733.4	24159
ENSG00000233539	ENSG00000233539.5	24157
ENSG00000268628	ENSG00000268628.2	24147
ENSG00000231010	ENSG00000231010.1	24138
ENSG00000272386	ENSG00000272386.1	24134
ENSG00000284987	ENSG00000284987.1	24130
ENSG00000260653	MIR3147HG	24122
ENSG00000224356	ENSG00000224356.5	24119
ENSG00000272954	ENSG00000272954.1	24105
ENSG00000261158	ENSG00000261158.1	24102
ENSG00000224272	ENSG00000224272.2	24095
ENSG00000254057	ENSG00000254057.1	24088
ENSG00000230899	MAGEA8-AS1	24086
ENSG00000244073	RPS4XP6	24073
ENSG00000232858	RPL34P27	24062
ENSG00000268530	ENSG00000268530.6	24053
ENSG00000286076	ENSG00000286076.2	24052
ENSG00000275263	ENSG00000275263.1	24041
ENSG00000268189	ENSG00000268189.2	24039
ENSG00000223586	LINC01312	24030
ENSG00000259342	ENSG00000259342.1	24029
ENSG00000258016	HIGD1AP1	24018
ENSG00000225358	MIPEPP1	24017
ENSG00000204253	HNRNPCP2	24011
ENSG00000271754	ENSG00000271754.1	24005
ENSG00000274363	ENSG00000274363.1	24000
ENSG00000205940	HSP90AB2P	23984
ENSG00000163554	SPTA1	23978
ENSG00000286187	ENSG00000286187.1	23973
ENSG00000232519	ENSG00000232519.2	23967
ENSG00000234191	LINC01283	23953
ENSG00000258679	ENSG00000258679.1	23952
ENSG00000279753	ENSG00000279753.1	23949
ENSG00000251654	ENSG00000251654.2	23946
ENSG00000267096	ENSG00000267096.1	23937
ENSG00000205667	ARSH	23934
ENSG00000214360	EFCAB9	23932
ENSG00000226207	ENSG00000226207.1	23930
ENSG00000230342	FANCD2P2	23927
ENSG00000258001	R3HDM2-DT	23922
ENSG00000255689	ENSG00000255689.2	23922
ENSG00000288187	ENSG00000288187.1	23914
ENSG00000182111	ZNF716	23896
ENSG00000162771	GARIN4	23888
ENSG00000232085	ENSG00000232085.1	23884
ENSG00000251666	ZNF346-IT1	23882
ENSG00000225549	SELENOKP3	23869
ENSG00000189433	GJB4	23865
ENSG00000242419	PCDHGC4	23853
ENSG00000254126	CD8B2	23852
ENSG00000258581	ENSG00000258581.2	23849
ENSG00000232368	FTLP2	23845
ENSG00000121853	GHSR	23841
ENSG00000237009	GLIS3-AS1	23839
ENSG00000232352	SEMA3B-AS1	23839
ENSG00000279440	ENSG00000279440.1	23836
ENSG00000278011	ENSG00000278011.1	23830
ENSG00000168631	MUCL3	23830
ENSG00000287834	ENSG00000287834.1	23822
ENSG00000283044	ENSG00000283044.1	23820
ENSG00000253377	ENSG00000253377.2	23818
ENSG00000285212	ENSG00000285212.2	23818
ENSG00000250497	ENSG00000250497.1	23815
ENSG00000250254	PTTG2	23811
ENSG00000255983	ENSG00000255983.1	23808
ENSG00000259237	LINC02490	23805
ENSG00000286947	ENSG00000286947.1	23800
ENSG00000231512	SEPTIN14P21	23797
ENSG00000269924	ENSG00000269924.1	23794
ENSG00000261615	LINC01858	23790
ENSG00000183035	CYLC1	23781
ENSG00000228470	ENSG00000228470.1	23773
ENSG00000233963	ATP8A2P3	23770
ENSG00000282936	ENSG00000282936.2	23765
ENSG00000227838	CPMER	23759
ENSG00000254192	ENSG00000254192.1	23758
ENSG00000212939	ENSG00000212939.2	23753
ENSG00000238103	RPL9P7	23753
ENSG00000186766	FOXI2	23752
ENSG00000264212	ENSG00000264212.1	23744
ENSG00000270061	ENSG00000270061.1	23743
ENSG00000225391	NHEG1	23742
ENSG00000279192	PWAR5	23739
ENSG00000280103	ENSG00000280103.1	23733
ENSG00000105205	CLC	23728
ENSG00000236806	RPL7AP15	23728
ENSG00000277496	SLCO4A1-AS2	23725
ENSG00000288153	ENSG00000288153.1	23723
ENSG00000236445	LINC00608	23713
ENSG00000275880	NAXD-AS1	23712
ENSG00000180219	GARIN6	23711
ENSG00000279555	ENSG00000279555.1	23708
ENSG00000260286	ARMH2	23708
ENSG00000274248	ENSG00000274248.1	23699
ENSG00000215533	LINC00189	23684
ENSG00000250950	ENSG00000250950.1	23682
ENSG00000264404	LINC02675	23675
ENSG00000278626	ENSG00000278626.1	23673
ENSG00000273971	ENSG00000273971.1	23668
ENSG00000265289	ENSG00000265289.1	23666
ENSG00000254003	SRI-AS1	23660
ENSG00000168903	BTNL3	23656
ENSG00000255572	ENSG00000255572.1	23632
ENSG00000029559	IBSP	23629
ENSG00000232599	ENSG00000232599.1	23629
ENSG00000263718	SEPTIN9-DT	23626
ENSG00000287426	ENSG00000287426.1	23622
ENSG00000283189	ENSG00000283189.2	23610
ENSG00000171815	PCDHB1	23608
ENSG00000261357	ENSG00000261357.1	23590
ENSG00000250615	ENSG00000250615.1	23589
ENSG00000225000	ENSG00000225000.1	23586
ENSG00000197123	ZNF679	23577
ENSG00000197644	ENSG00000197644.2	23565
ENSG00000240695	DNAJC8P2	23565
ENSG00000280273	ENSG00000280273.2	23562
ENSG00000260520	ENSG00000260520.1	23561
ENSG00000273175	ENSG00000273175.2	23555
ENSG00000239961	LILRA4	23554
ENSG00000230013	CT70	23554
ENSG00000224511	LINC00365	23554
ENSG00000257225	ENSG00000257225.1	23545
ENSG00000248762	ENSG00000248762.2	23536
ENSG00000235587	GAPDHP65	23532
ENSG00000172367	NHERF4	23528
ENSG00000217716	RPS10P3	23528
ENSG00000230138	LINC02812	23514
ENSG00000229525	DNPEP-AS1	23510
ENSG00000261026	ENSG00000261026.1	23506
ENSG00000240211	PPP1R35-AS1	23503
ENSG00000269373	ENSG00000269373.1	23502
ENSG00000253968	ENSG00000253968.2	23501
ENSG00000248335	ENSG00000248335.1	23500
ENSG00000240403	KIR3DL2	23496
ENSG00000254441	EIF2S2P6	23495
ENSG00000235447	TRAPPC13P1	23493
ENSG00000274840	BALR6	23490
ENSG00000224468	LAMC1-AS1	23483
ENSG00000141977	CIB3	23481
ENSG00000236453	ENSG00000236453.5	23478
ENSG00000223452	HMGN2P18	23461
ENSG00000223542	ENSG00000223542.1	23434
ENSG00000237353	PATE4	23427
ENSG00000228404	ENSG00000228404.1	23410
ENSG00000275799	ENSG00000275799.1	23410
ENSG00000265994	ENSG00000265994.2	23395
ENSG00000167580	AQP2	23393
ENSG00000278816	ENSG00000278816.1	23391
ENSG00000211949	IGHV3-23	23388
ENSG00000287660	ENSG00000287660.1	23387
ENSG00000239218	RPS20P22	23384
ENSG00000234537	ENSG00000234537.1	23382
ENSG00000278961	ENSG00000278961.3	23377
ENSG00000280350	LINC01726	23368
ENSG00000236556	ENSG00000236556.1	23362
ENSG00000244468	TM4SF18-AS1	23361
ENSG00000261602	ENSG00000261602.1	23354
ENSG00000286521	ENSG00000286521.1	23353
ENSG00000277425	ENSG00000277425.1	23351
ENSG00000149635	OCSTAMP	23350
ENSG00000284776	ENSG00000284776.1	23349
ENSG00000260676	LINC01541	23349
ENSG00000273179	ENSG00000273179.1	23342
ENSG00000171060	C8orf74	23334
ENSG00000270782	ENSG00000270782.1	23324
ENSG00000255528	ENSG00000255528.1	23318
ENSG00000232894	MRPS31P2	23317
ENSG00000232991	GACAT1	23316
ENSG00000173612	GPRC6A	23310
ENSG00000272779	BMS1P20	23310
ENSG00000287356	ENSG00000287356.1	23308
ENSG00000250140	ENSG00000250140.1	23305
ENSG00000253530	ENSG00000253530.2	23289
ENSG00000160181	TFF2	23285
ENSG00000226085	UQCRFS1P1	23283
ENSG00000261487	ENSG00000261487.1	23274
ENSG00000184906	ENSG00000184906.12	23266
ENSG00000271716	ENSG00000271716.1	23263
ENSG00000251537	ENSG00000251537.4	23254
ENSG00000260057	LINC01571	23254
ENSG00000288558	DUS4L-BCAP29	23243
ENSG00000130173	ANGPTL8	23241
ENSG00000285926	ENSG00000285926.1	23223
ENSG00000237212	ENSG00000237212.2	23219
ENSG00000126895	AVPR2	23217
ENSG00000223720	ENSG00000223720.2	23212
ENSG00000260743	ENSG00000260743.1	23204
ENSG00000262983	ENSG00000262983.1	23197
ENSG00000283627	ENSG00000283627.1	23196
ENSG00000229932	YWHAZP3	23189
ENSG00000234474	MIR3663HG	23188
ENSG00000263862	LINC01543	23184
ENSG00000225928	CACYBPP1	23164
ENSG00000104938	CLEC4M	23162
ENSG00000236341	ENSG00000236341.1	23160
ENSG00000226659	TSPAN14-AS1	23158
ENSG00000167759	KLK13	23156
ENSG00000263081	ENSG00000263081.1	23151
ENSG00000259538	UBE2Q2P11	23148
ENSG00000237351	ITPK1P1	23126
ENSG00000255447	ENSG00000255447.1	23118
ENSG00000248356	ENSG00000248356.1	23117
ENSG00000234869	LINC02925	23116
ENSG00000181577	LINC03040	23115
ENSG00000260253	ENSG00000260253.1	23108
ENSG00000272506	ENSG00000272506.1	23108
ENSG00000258837	ENSG00000258837.1	23096
ENSG00000273308	ENSG00000273308.1	23089
ENSG00000271484	ABI1P1	23083
ENSG00000171711	DEFB4A	23083
ENSG00000255629	ENSG00000255629.1	23083
ENSG00000287183	ENSG00000287183.1	23079
ENSG00000238189	ENOX1-AS2	23078
ENSG00000147596	PRDM14	23067
ENSG00000223850	MYCNUT	23065
ENSG00000219355	RPL31P52	23065
ENSG00000233585	ACAA2P1	23061
ENSG00000267512	ENSG00000267512.1	23054
ENSG00000276063	ENSG00000276063.1	23051
ENSG00000227198	C6orf47-AS1	23046
ENSG00000224079	ENSG00000224079.1	23040
ENSG00000234172	ENSG00000234172.1	23034
ENSG00000256364	ENSG00000256364.1	23032
ENSG00000255372	ENSG00000255372.1	23019
ENSG00000171540	OTP	23017
ENSG00000224851	LINC00502	23016
ENSG00000217004	ENSG00000217004.1	23007
ENSG00000249685	ENSG00000249685.1	22988
ENSG00000279179	ENSG00000279179.1	22952
ENSG00000287365	ENSG00000287365.1	22948
ENSG00000250170	RASA2-IT1	22946
ENSG00000279622	ENSG00000279622.2	22930
ENSG00000287671	ENSG00000287671.1	22926
ENSG00000257268	ENSG00000257268.1	22924
ENSG00000267316	ENSG00000267316.5	22915
ENSG00000272088	ENSG00000272088.1	22898
ENSG00000265980	ENSG00000265980.1	22898
ENSG00000175604	ENSG00000175604.2	22897
ENSG00000182333	LIPF	22897
ENSG00000280486	ENSG00000280486.2	22895
ENSG00000201839	SNORD114-3	22890
ENSG00000258478	ENSG00000258478.1	22887
ENSG00000214203	RPS4XP1	22886
ENSG00000224680	PLA2G12AP1	22885
ENSG00000280279	LINC02887	22873
ENSG00000258826	LINC01147	22873
ENSG00000163623	NKX6-1	22869
ENSG00000122145	TBX22	22867
ENSG00000261575	ENSG00000261575.5	22865
ENSG00000257860	C12orf42-AS1	22861
ENSG00000287931	ENSG00000287931.1	22858
ENSG00000230635	CYP4F60P	22856
ENSG00000230046	BIRC6-AS1	22850
ENSG00000274895	ENSG00000274895.1	22849
ENSG00000255241	ENSG00000255241.1	22841
ENSG00000263466	ENSG00000263466.1	22839
ENSG00000269186	LINC01082	22839
ENSG00000257660	ADCY6-DT	22827
ENSG00000204421	LY6G6C	22820
ENSG00000280081	LINC01667	22819
ENSG00000171916	LGALS9C	22816
ENSG00000234664	HMGN2P5	22816
ENSG00000246777	DYNC1LI2-DT	22791
ENSG00000227528	DIAPH3-AS1	22789
ENSG00000251061	LINC02512	22781
ENSG00000279700	ENSG00000279700.1	22776
ENSG00000275356	LINC03043	22767
ENSG00000241577	ENSG00000241577.1	22762
ENSG00000261266	ENSG00000261266.2	22761
ENSG00000142513	ACP4	22761
ENSG00000214855	APOC1P1_ENSG00000214855	22758
ENSG00000228459	LINC01546	22746
ENSG00000265786	LINC01906	22736
ENSG00000225350	FREM2-AS1	22735
ENSG00000211659	IGLV3-25	22731
ENSG00000226842	ENSG00000226842.1	22729
ENSG00000261449	ENSG00000261449.1	22728
ENSG00000258874	ENSG00000258874.1	22714
ENSG00000249706	ENSG00000249706.1	22712
ENSG00000243550	LINC01214	22710
ENSG00000231666	LINC01704	22707
ENSG00000286266	ENSG00000286266.1	22694
ENSG00000214860	EVPLL	22680
ENSG00000279851	ENSG00000279851.2	22671
ENSG00000277744	ENSG00000277744.1	22667
ENSG00000260064	ENSG00000260064.1	22666
ENSG00000256056	C12orf71BP	22654
ENSG00000272866	ENSG00000272866.1	22652
ENSG00000167311	ART5	22649
ENSG00000205649	HTN3	22647
ENSG00000119919	NKX2-3	22642
ENSG00000239881	RPS27P25	22640
ENSG00000279549	ENSG00000279549.1	22637
ENSG00000242147	LASTR	22636
ENSG00000271871	ENSG00000271871.1	22624
ENSG00000229740	ENSG00000229740.3	22624
ENSG00000120068	HOXB8	22622
ENSG00000204542	C6orf15	22620
ENSG00000254707	ENSG00000254707.1	22613
ENSG00000272711	HK2-DT	22612
ENSG00000229969	ENSG00000229969.1	22607
ENSG00000234469	CLDN34	22602
ENSG00000286703	ENSG00000286703.1	22601
ENSG00000262410	ENSG00000262410.1	22599
ENSG00000257431	ENSG00000257431.1	22597
ENSG00000283281	MIR7978	22596
ENSG00000226780	AVPR1B-DT	22595
ENSG00000267288	ENSG00000267288.2	22592
ENSG00000280339	ENSG00000280339.1	22592
ENSG00000281560	LSINCT5	22588
ENSG00000258117	LINC03056	22585
ENSG00000267582	ENSG00000267582.1	22585
ENSG00000261061	ENSG00000261061.1	22580
ENSG00000135517	MIP	22570
ENSG00000254224	UQCRB-AS1	22558
ENSG00000267857	ENSG00000267857.2	22558
ENSG00000250709	CCDC169-SOHLH2	22558
ENSG00000267593	LINC01926	22558
ENSG00000255270	NAV2-IT1	22549
ENSG00000229308	ENSG00000229308.1	22543
ENSG00000236497	LINC01744	22542
ENSG00000277371	Metazoa_SRP_ENSG00000277371	22529
ENSG00000261512	ENSG00000261512.2	22518
ENSG00000288006	ENSG00000288006.1	22515
ENSG00000249690	ENSG00000249690.1	22511
ENSG00000182583	VCX	22487
ENSG00000169340	PDILT	22476
ENSG00000269867	ENSG00000269867.1	22466
ENSG00000214975	PPIAP29	22458
ENSG00000254028	ENSG00000254028.1	22458
ENSG00000128692	EIF2S2P4	22455
ENSG00000196620	UGT2B15	22454
ENSG00000183463	URAD	22454
ENSG00000255475	ENSG00000255475.1	22450
ENSG00000163216	SPRR2D	22446
ENSG00000272566	ENSG00000272566.1	22443
ENSG00000286039	ENSG00000286039.3	22433
ENSG00000253802	SIRLNT	22433
ENSG00000214273	AGGF1P1	22432
ENSG00000257359	ENSG00000257359.1	22430
ENSG00000164256	PRDM9	22428
ENSG00000262791	ENSG00000262791.1	22425
ENSG00000179219	LINC00311	22424
ENSG00000249275	ENSG00000249275.1	22415
ENSG00000236377	ENSG00000236377.2	22413
ENSG00000253656	ENSG00000253656.1	22408
ENSG00000258968	ENSG00000258968.2	22407
ENSG00000284730	TMDD1	22406
ENSG00000287644	ENSG00000287644.1	22396
ENSG00000255411	LINC02548	22395
ENSG00000235957	COX7CP1	22392
ENSG00000284772	ENSG00000284772.1	22391
ENSG00000205976	ENSG00000205976.4	22385
ENSG00000116785	CFHR3	22372
ENSG00000254369	HOXA-AS3	22364
ENSG00000278913	ENSG00000278913.1	22361
ENSG00000225077	ICMT-DT	22356
ENSG00000214784	RPS3AP21	22355
ENSG00000179213	SIGLECL1	22339
ENSG00000287336	ENSG00000287336.1	22338
ENSG00000265671	ENSG00000265671.1	22337
ENSG00000271171	LINC00904	22334
ENSG00000273003	ARL2-SNX15	22331
ENSG00000233576	HTR3C2P	22330
ENSG00000238120	LINC01589	22329
ENSG00000272609	ENSG00000272609.1	22326
ENSG00000225552	NAALADL2-AS1	22325
ENSG00000227467	LINC01537	22324
ENSG00000278513	ENSG00000278513.1	22323
ENSG00000116218	NPHS2	22314
ENSG00000231359	RPL31P34	22311
ENSG00000159224	GIP	22308
ENSG00000239608	RUVBL1-AS1	22299
ENSG00000234052	LINC01673	22288
ENSG00000188100	FAM25A	22287
ENSG00000256551	LINC02369	22286
ENSG00000226840	PAICSP3	22275
ENSG00000169040	PMCHL2_ENSG00000169040	22268
ENSG00000220793	RPL21P119	22257
ENSG00000231259	ANAPC1P2_ENSG00000231259	22256
ENSG00000204779	FOXD4L5	22250
ENSG00000282012	ENSG00000282012.2	22243
ENSG00000235880	ENSG00000235880.1	22242
ENSG00000248601	ENSG00000248601.1	22240
ENSG00000273113	ENSG00000273113.1	22236
